2017-07-18 11:23:49 | 7416 | /index.php | query | f7ceea1ae01bc1ad33835ecf5836881bc4b604f8 | 0.01581 | 0.015898 | SELECT * FROM `iwide_core_admin` WHERE `username` = 'demo_member' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:28 | 8462 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.012546 | 0.012573 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:29 | 8462 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.028413 | 0.028441 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:17:29 | 8462 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.009594 | 0.009619 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:29 | 8462 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.009896 | 0.009922 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:29 | 8462 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.010634 | 0.010856 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:29 | 8462 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.009314 | 0.009329 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:29 | 8462 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.028656 | 0.02867 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:18:11 | 8463 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.012035 | 0.012067 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:18:11 | 8463 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.012432 | 0.012462 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:18:11 | 8463 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.011237 | 0.011263 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:18:12 | 8463 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.028837 | 0.028864 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:18:12 | 8463 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.009891 | 0.009917 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:18:12 | 8463 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.010207 | 0.010232 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:18:12 | 8463 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.012998 | 0.013149 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:18:12 | 8463 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.011711 | 0.011738 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:18:12 | 8463 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.029722 | 0.029748 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:30:39 | 8462 | /index.php | query | 85f2fb4906cd142ff2ce74c728bc5ef59c04eaae | 0.012284 | 0.012311 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:39 | 8462 | /index.php | query | 85f2fb4906cd142ff2ce74c728bc5ef59c04eaae | 0.013133 | 0.013187 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:39 | 8462 | /index.php | query | 85f2fb4906cd142ff2ce74c728bc5ef59c04eaae | 0.013674 | 0.013709 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:40 | 8462 | /index.php | query | 85f2fb4906cd142ff2ce74c728bc5ef59c04eaae | 0.028076 | 0.028105 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:30:40 | 8462 | /index.php | query | 85f2fb4906cd142ff2ce74c728bc5ef59c04eaae | 0.011818 | 0.011846 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:40 | 8462 | /index.php | query | 85f2fb4906cd142ff2ce74c728bc5ef59c04eaae | 0.011547 | 0.011573 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:40 | 8462 | /index.php | query | 85f2fb4906cd142ff2ce74c728bc5ef59c04eaae | 0.010674 | 0.010822 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:40 | 8462 | /index.php | query | 85f2fb4906cd142ff2ce74c728bc5ef59c04eaae | 0.011719 | 0.011746 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:40 | 8462 | /index.php | query | 85f2fb4906cd142ff2ce74c728bc5ef59c04eaae | 0.029469 | 0.029497 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:30:43 | 8463 | /index.php | query | 3ed74560e7bcbfe4cd7309bb594f4d5fcb0b7276 | 0.015863 | 0.015891 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:43 | 8463 | /index.php | query | 3ed74560e7bcbfe4cd7309bb594f4d5fcb0b7276 | 0.018676 | 0.018702 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:43 | 8463 | /index.php | query | 3ed74560e7bcbfe4cd7309bb594f4d5fcb0b7276 | 0.012654 | 0.012682 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:43 | 8463 | /index.php | query | 3ed74560e7bcbfe4cd7309bb594f4d5fcb0b7276 | 0.033041 | 0.033067 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:30:43 | 8463 | /index.php | query | 3ed74560e7bcbfe4cd7309bb594f4d5fcb0b7276 | 0.010741 | 0.010766 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:43 | 8463 | /index.php | query | 3ed74560e7bcbfe4cd7309bb594f4d5fcb0b7276 | 0.011944 | 0.011969 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:44 | 8463 | /index.php | query | 3ed74560e7bcbfe4cd7309bb594f4d5fcb0b7276 | 0.013913 | 0.01406 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:44 | 8463 | /index.php | query | 3ed74560e7bcbfe4cd7309bb594f4d5fcb0b7276 | 0.011863 | 0.01189 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:30:44 | 8463 | /index.php | query | 3ed74560e7bcbfe4cd7309bb594f4d5fcb0b7276 | 0.034476 | 0.034501 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:46:44 | 8462 | /index.php | query | d9a6eea12fb5243f6096a9109cd4cf6cd831c6dc | 0.011476 | 0.011553 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:46:44 | 8462 | /index.php | query | d9a6eea12fb5243f6096a9109cd4cf6cd831c6dc | 0.011768 | 0.011795 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:46:45 | 8462 | /index.php | query | d9a6eea12fb5243f6096a9109cd4cf6cd831c6dc | 0.01062 | 0.01065 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:46:46 | 8462 | /index.php | query | d9a6eea12fb5243f6096a9109cd4cf6cd831c6dc | 0.028674 | 0.028703 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:46:46 | 8462 | /index.php | query | d9a6eea12fb5243f6096a9109cd4cf6cd831c6dc | 0.009881 | 0.009909 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:46:46 | 8462 | /index.php | query | d9a6eea12fb5243f6096a9109cd4cf6cd831c6dc | 0.010778 | 0.010808 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:46:46 | 8462 | /index.php | query | d9a6eea12fb5243f6096a9109cd4cf6cd831c6dc | 0.012992 | 0.013165 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:46:46 | 8462 | /index.php | query | d9a6eea12fb5243f6096a9109cd4cf6cd831c6dc | 0.010992 | 0.011016 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:46:46 | 8462 | /index.php | query | d9a6eea12fb5243f6096a9109cd4cf6cd831c6dc | 0.029707 | 0.029751 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:55:36 | 8463 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.011708 | 0.011738 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:55:37 | 8463 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.014013 | 0.014042 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:55:37 | 8463 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.011413 | 0.011457 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:55:37 | 8463 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.012017 | 0.012159 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:57:33 | 8462 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.014858 | 0.014886 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:57:33 | 8462 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.011764 | 0.011793 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:57:34 | 8462 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.013726 | 0.013758 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:57:34 | 8462 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.010059 | 0.010084 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:59:46 | 8463 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.01085 | 0.010879 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:59:46 | 8463 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.01106 | 0.011086 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:59:46 | 8463 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.01123 | 0.011257 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:59:47 | 8463 | /index.php | query | 9f861ea3b0bb9571c9bcac495f1f587df3c24f67 | 0.010292 | 0.010317 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:19:12 | 8462 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.011725 | 0.011755 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:19:12 | 8462 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.015089 | 0.015115 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:19:12 | 8462 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.010914 | 0.010942 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:20:45 | 8463 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.011424 | 0.011452 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:20:45 | 8463 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.010822 | 0.010842 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:20:45 | 8463 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.011505 | 0.011525 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:22:16 | 8462 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.010915 | 0.010955 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:22:16 | 8462 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.010224 | 0.010269 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:22:16 | 8462 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.011602 | 0.01163 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:23:27 | 8463 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.013859 | 0.013945 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:23:27 | 8463 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.010918 | 0.010944 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:23:27 | 8463 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.010557 | 0.010583 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:24:02 | 8462 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.015076 | 0.015105 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:24:02 | 8462 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.010915 | 0.01094 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:24:02 | 8462 | /index.php | query | c4d3cbb7bf11f9926c69f221a474ac2c9ed8201f | 0.013248 | 0.013275 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:24:41 | 8463 | /index.php | query | 3eebb1b28e8f90b41c187eea2d90c615ed6328f6 | 0.039678 | 0.039705 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:24:41 | 8463 | /index.php | query | 3eebb1b28e8f90b41c187eea2d90c615ed6328f6 | 0.042429 | 0.042455 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:24:41 | 8463 | /index.php | query | 3eebb1b28e8f90b41c187eea2d90c615ed6328f6 | 0.041077 | 0.041102 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:26:07 | 8462 | /index.php | query | 3eebb1b28e8f90b41c187eea2d90c615ed6328f6 | 0.013292 | 0.01332 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:26:08 | 8462 | /index.php | query | 3eebb1b28e8f90b41c187eea2d90c615ed6328f6 | 0.014008 | 0.014031 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:26:08 | 8462 | /index.php | query | 3eebb1b28e8f90b41c187eea2d90c615ed6328f6 | 0.013071 | 0.013097 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:46:04 | 8463 | /index.php | query | 70914f8104520361b2a40a90ef6c36cd95ab23ab | 0.011662 | 0.011691 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:46:04 | 8463 | /index.php | query | 70914f8104520361b2a40a90ef6c36cd95ab23ab | 0.01294 | 0.012966 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:46:05 | 8463 | /index.php | query | 70914f8104520361b2a40a90ef6c36cd95ab23ab | 0.0112 | 0.011229 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:46:06 | 8463 | /index.php | query | 70914f8104520361b2a40a90ef6c36cd95ab23ab | 0.01001 | 0.010038 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:46:06 | 8463 | /index.php | query | 70914f8104520361b2a40a90ef6c36cd95ab23ab | 0.01202 | 0.012046 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:46:36 | 8462 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.015617 | 0.015645 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:46:36 | 8462 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.024604 | 0.024631 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:46:36 | 8462 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.032207 | 0.032239 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:46:37 | 8462 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.013403 | 0.013433 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:47:57 | 8463 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.00964 | 0.009668 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:47:57 | 8463 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.009508 | 0.009535 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 16:47:58 | 8463 | /index.php | query | cc76501d8b03f6c10e8700a823e5ffaecc60ac7d | 0.010242 | 0.010269 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
